comment_text,pseudo_label,confidence_score
kalau boleh nebak sih sengaja dibiarkan biar mbg ini jadi punya alasan untuk di berhenti biar anggaran bisa di alihkan,negatif,0.9846816062927246
tidak sampai mbg ke tempat sini katanya dana belum turun,negatif,0.9943674206733704
kakak di papua hanya makan ikan nasi sayur tapi tidak enak sekali ini habis itu ayam sayur itu saja habis itu ayam,negatif,0.9538877606391907
semangka tipis setipis iphone ajr,netral,0.9083361625671387
semangkanya dipotong korupsi makanya jadi tipis begitu,negatif,0.9987177848815918
kaget anjing lihat semangkanya,negatif,0.9986817240715027
kata adik aku menu mbg disekolahnya yang enak hanya burger sama spaghetti doang,positif,0.9911288022994995
daripada mbg mending di kasih buah buahan saja begitu saja repot goblok goblok,negatif,0.9986728429794312
dikorupsi,negatif,0.9971640706062317
program sendiri kok kemungkinan keracunan karena kelalaian sendiri tidak mau bertanggungjawab,negatif,0.9987548589706421
pihak sekolah yang tidak mau tanggung jawab bisa di pertanyakan biasanya yang langsung bikin surat seperti begitu ke orang tua siswa mereka kemungkinan ikut korupsi dana mbg ingat sekolah harus tanggung jawab jika siswa keracunan akibat menu mbg,negatif,0.996731162071228
nama ya juga negara koruptor rakyat itu hanya numpang apa rakyat mati atau hidup itu urusan rakyat tidak mau pemerintah tanggungjawab,negatif,0.9993311166763306
progamnya bagus vedornya saja yang anjimm,positif,0.9843575954437256
pemerintah cerminan rakyat rakyat pun akan berkorupsi selagi ada kesempatan,netral,0.9890716075897217
mbg eeeeeew mbg eeeeeeeeeew mbak eeeeeeeeew ueeekhhhhh blllusurrhrgghrrghg,positif,0.9694544672966003
sebenarnya bukan salah bapak prabowo tapi salak pihak di belakang layar contoh lihat saja ada yang bersih makanan ya ada yang seperti prindavanyahhh tidak heran lah manusia serakahuang ya di masok di ke kantong pribadidan pasti ya yang di salahkan presiden ya makanan gratis kok seperti begini padahal uang anggaran ya di korupsi dan presiden tidak tau,negatif,0.9993460774421692
buset kalidawir kecamatan aku cikk,netral,0.9971109628677368
ini mah namanya mbg makan basi gratiswkwkkwk,negatif,0.989869236946106
disekolah ku bisa minta enak pula,positif,0.9901105761528015
aku makan mbg pertama ada ulat mbg kedua ada serpihan kaca,netral,0.9469722509384155
bang rekomendasi anime fall,positif,0.9674445390701294
makanan bowo girban,netral,0.9981988072395325
jir ikan hiu goreng,positif,0.9848464727401733
ikan hiu goyeng anjing,negatif,0.9903580546379089
lah aku masih hidup,negatif,0.9481871724128723
di sana seuprit di sini malah belum nyampe² malah kayaknya sudah lulus duluan ini baru ada,negatif,0.9988137483596802
kalau mau makan mbg jangan lupa minum susu kalau sudah selesai supaya agak menetralisir racun,netral,0.9699782729148865
wilayah aku anjing ketapang,negatif,0.9928060173988342
temanku baru saja dapat sebuah ulet uh larva lah di makannya untung aku kagak takut nyoo omong makanannya gonta ganti ya dari lauk dan snackbuah tambahan,positif,0.9955503940582275
untung sekolahku belum dapat mbg,negatif,0.9934757351875305
begini saja kasih uang ya saja ke orang tuanya biarkan orang tuanya yang masak taro lah anak total semuanya ribu bisa buat makan ayam goreng utuh daripada ribet akhirnya malah mengeluarkan uang lagi buat biaya rumah sakit aneh memang yang bikin ini kebijakan ada yang mudah mencari yang susah kebanyakan mencari perhatian,negatif,0.9987218976020813
makan beracun gratis,negatif,0.9980370402336121
dari awal aku juga yakin ini program tidak akan terlaksana dengan baik sebelum prabowo dilantik apalagi grup bgn kebanyakan bukan ahli dibidangnya ratarata purnawirawan tni bagaimana mau jalan mulus coba wkwkwk,negatif,0.953565776348114
semangka setipis tissue,negatif,0.969057023525238
papua tidak ada keracunan,positif,0.9755163192749023
kakak kamu tau tidak tadi kami dapat mbg sayurnya basi entah berapa anak tumbang karena basi,negatif,0.997850775718689
𝐌𝐎𝐍𝐀 𝐃 bikin hari lebih seru ceritanya hubung sekali hadiahnya bikin semangat main terus,positif,0.9992527365684509
kalopun nanti aku akan dapat mbg aku kasih hewan saja aku tidak mau makanan beracun begitu anjing daripada mubazir ya kasih babi peliharaanku saja walaupun belum dapat mbgnya wkwk,negatif,0.99713134765625
yang masak ibu ibu kata teman aku,netral,0.9400280117988586
penting apa ya ok gas ok gas ok gas,netral,0.9566777944564819
apapun yang berbau uang kemungkinan ada peluang korupsi,negatif,0.9931653141975403
jelasss ditempat aku hanya berapa warga doang yang kerja dan ya sisanya pegawai desa,negatif,0.9825169444084167
mi gacoan gizinya apa,negatif,0.9687846899032593
mbg makan bergizi gratis mbg makan beracun gratis,netral,0.9907323122024536
banyak yang korupsi paling kakak,negatif,0.9985742568969727
a href a href itu teman aku yang mukbang sayuran,netral,0.9592713117599487
kakak aku pernah mbg nasinya dibalik bolong,netral,0.9931974411010742
weww kalidawir kecamatan kuv,netral,0.9980646967887878
padahal ikan hiu daging ya itu mahal terus banyk protein ya tapi kalau masak ya tidak benar juga akan keracunan,negatif,0.9967517852783203
apa makan daging aku,negatif,0.9786105155944824
baru senjata biologis pemerintah,netral,0.9942725896835327
mbg b ya beracunkorupsi bergizijujur,negatif,0.9980542659759521
kelihatan mana yang di korupsi dan mana yang tidak di korupsi,negatif,0.9982119798660278
enak gaknya tergantung yang masak,positif,0.9232460260391235
buah semangka buat sekolah jir,netral,0.9243708252906799
anjing semangka setipis tisu,negatif,0.9955593347549438
mbg itu makanan bergizi gagal,negatif,0.9954479336738586
kalau menurut aku mending hentikan saja program ini dan diganti dengan program yang lebih bermanfaat,negatif,0.9930142760276794
mbg sama makan b beracun tidak gratis,negatif,0.977319598197937
sekarang yang keracunan sudah lebih bahkan ada anak yang meninggal karena memakan makanan mbg,negatif,0.9916519522666931
mbg mrg singkatan dari makan racun gratis,netral,0.9951176643371582
makan berhiu gratis,positif,0.9821403622627258
maaf ya untung aku orang bali,negatif,0.9716770052909851
semakin kesini makin tidak guna,negatif,0.9989633560180664
sdm rendah,negatif,0.998676598072052
sekolah aku yang dapat mbg hanya kelas saja,netral,0.9824357032775879
alhamdulilah 𝐌𝐎𝐍𝐀 𝐃 bikin hiburan jadi lebih bermakna ceritanya hubung hadiahnya wow,positif,0.9991938471794128
di daerah kalimantan selatan tabalong ayam goreng ya berbau busuk dan juga telor ayam saja sepegal harus ya sekolah geratis dan aku sudah sakit karena mbg dan aku lapor dengan pakai kertas dan aku tulis kuah ya bikin muntah dan ada yang kurang air langsung di jawab dengan cara pakai air susu sapi,negatif,0.9979439377784729
di kecamatan sebelah ada siswa yang makan mbg hanya butuh waktu sebentar langsung meninggal,netral,0.9886794686317444
mbg di tempat ku kadang tidak benar tapi masih termasuk worth itu sih hanya iya pas tes ada kakak tingkat yang ambil jatah orang hanya di ambil lauknya aku miris tidak dapat,negatif,0.992681086063385
kbnykan di konoha segala sesuatu kbijakan selalu ada pemangkasan dana yang tidak ngotak korupsi berkedok pemangkasan,negatif,0.9609962105751038
plankton bilek wah di indonesia ada makanan seperti chum,positif,0.9920147657394409
mbg makan bergizi gratis mbg makanan basi gratis,netral,0.9943816065788269
yang bentuknya aspal saja bisa di korupsi apalagi yang bentuknya makanan,negatif,0.9921594858169556
mbg banyk dikorupending duitnya kasih ke orang tua siswa masing daripada kasih makan manusia laknat yang suka korupsi,negatif,0.9991117119789124
persis di pikiran ku yaitu makan beracun gratis,negatif,0.9391136169433594
bubar sjj,negatif,0.9898356795310974
ah mending bikin sendiri lebih,negatif,0.991134524345398
sekolah kami belum dapat,netral,0.9763513803482056
mending makan makanan yang kata ya ibu tidak sehat tapi enak,negatif,0.9816076755523682
salah kan yang masak,negatif,0.9974702596664429
progamnya bagus pengawasannya yang tidak bagus banyak penyelewengan,negatif,0.9959372282028198
sekolah aku saja nolak mbg wali siswa juga nolak,negatif,0.9990339279174805
di kasih keripik semangka woilah,positif,0.941908061504364
lama lama jadi mutant ini warga indonesia,negatif,0.9964442849159241
bukan makan bergizi gratis yang betul makan gratis beracun,negatif,0.9989963173866272
untung kemarin aku tidak makan gratis langsung satu sekolah keracunan bjirrr,negatif,0.9540365934371948
jujur aku kerja di program mbg tersebutitu tergantung cara pengolahannya dan itu kasus keracunan pasti salah proses pengolahannyajadi tidak semua dari program sppg tersebut gagal alhamdulilah di tempatku bekerja ini masih aman dan menjaga kualitas yang terbaik,positif,0.9984292387962341
ini rmt ke,netral,0.9989633560180664
ke suka ke di tonton,positif,0.9964514970779419
suruh nenek kamu makan mie gacoan padahal bagus konten dulu tentang naruto ini makin terkenal naruto malah dilupakan sdm rendah,negatif,0.9708043932914734
masih banyak yang korupsi,negatif,0.9982503056526184
penjual kantin korban kalau ke aku,negatif,0.9934031367301941
ibaratnya ini dari pprabowo ribu nyampek bawahpelosok jadi ribu atau bahkan ribu kira seperti itulah,negatif,0.9987362027168274
untungg guaaa sudah tidak merasai program mbh begini terbayang kalau aku keracunan,negatif,0.9987632036209106
iblis gin bingung lihat mereka,negatif,0.99924635887146
hiu goreng,positif,0.9660921692848206
aneh di konoha,negatif,0.9992777705192566
niat ya ingin mengikuti sekolah luar kalau istirahat dapat makan aduh mengaca dulu pemerintah sama rakyat ya seperti bagaimana pada suka korupsi semua jelas lah program seperti begini pasti di korupsi bohong kalau tidak apalagi anggota dpr pasti langsung pada buka usaha dapur dadakan mereka tidak akan anak anak sekolah sehat persetan sama rakyat yang penting duitnya masuk kantong,negatif,0.9989933371543884
mbg makan bergizi gratis kali mbg makan beracun gratis,netral,0.9926750063896179
aduh issei issei beol penjilat pemerincah tlol akun akun dapur itu namanya tugas publik relation yang dikhususkan buat atensi publik doang goblok kamu anjing bodoh,negatif,0.999484658241272
bro di sekolah ku itu nasi ya keras anjing terus sayur ya asem telor ya berair terus semangka ya sudah lah tipis di tambah lagi sudah rusak terus juga bakso ya isi lendir ayam ya belum mateng ya sudah lah semua ya tidak jadi makan pengalaman aku berhari hari dapat mbg,negatif,0.9557043313980103
salah pilih pemimpin,negatif,0.9917054176330566
oknumoknum ini macam anjing dikasih amanah malah buat racun anak sekolah intinya bukan salah presidenny,negatif,0.9994645714759827
aku bersyukr sekolahku mbg ya tidak ada yang keracunan,netral,0.980323314666748
keracunan karena mbg diberbagai kota jumlahnya mencapai sekitar pelajar yang kerancunan karena memakan mbg tidak menutup kemungkinan suatu hari nanti malah pelajar md massal karena memakan mbg jika sistem dan pengawasan ya masih menye,negatif,0.9942798614501953
yang korupsi pemerintah vendor,negatif,0.9971556663513184
kalau hanya atau orang itu ketidaksengajaankesalahan kalau ribuan itu ketololan,negatif,0.9992744326591492
ini proyek aneh dan tidak masuk akal untuk sekarang silakan diskusi jika ada yang kontra dngn pendapat aku,negatif,0.9990135431289673
uang ya beda kah setiap daerah,negatif,0.9897053837776184
sebuah nyata indonesia keracunan,netral,0.9636873006820679
bukan salah program ya sih tapi salah cara mengelolanya,negatif,0.9987951517105103
halo aku merupakan siswi sekolah menengah pertama yang duduk di bangku kelas program mbg di sekolah aku sudah jalan dari bulan puasa kemarin awalnya snack supaya teman kami yang berpuasa bisa bawa pulang setelah itu sampai sekarang program ya tidak ada masalah dan cukup berhasil menu yang disediakan juga bermacammacam nasi putih dengan lauk buah sayur dan susu setiap senin kami juga pernah mendapatkan spaghetti mie mie gacoan burger katsu dan nasi ya juga beragam paling sering nasi putih biasa tapi kadang nasi kuning dan pernah nasi jeruk enak sekali siswa di sekolah aku juga selalu antusias menunggu mbg jika ada kelas yang masih menyisakan mbg tentu kami berikan kepada staf sekolah atau disarankan bawa pulang pastinya yang belum tersentuh ya jadi bukan bekas kami aku doakan temanteman yang keracunan lekas sembuh semoga tidak ada lagi sekolah sekolah lain yang menjadi korban dan semoga program mbg menjadi lebih baik serta semoga bisa membantu masyarakat seperti apa yang diharapkan salam dari bali,positif,0.9970237612724304
kok yang disalahkan mbg ya guobloggggg tangkap yang nilep uang mbg ya jancuk guobloggggg prabowo presiden terbaik sepanjang masa,negatif,0.996852457523346
kenapa tidak kayaka dulu saja di bahikan roti dan minum yang sudah terorganisir olehboemerintah pusat jadi semuanya higienis dan aman,positif,0.9681841731071472
chum bucket dapur mbg,netral,0.9881595373153687
semakanya dari depan aman dari belakang,netral,0.9842200875282288
keren maksimal menang banyak di 𝑨𝑴𝑩𝑰𝑳𝐃 auto jadi sultan dadakan,positif,0.9973024129867554
aku mah enak semua sieh omong catering aku nama ya prambanan,positif,0.995046854019165
makanan mbg gratis,positif,0.9446147680282593
jangankan dapat kabar sudah kesebar disini saja tidak ada,negatif,0.9989194869995117
semangka ya di anjing,negatif,0.9992159605026245
makan beracun gratis menuju indonesia lemas dan cemas,negatif,0.9166919589042664
gara gara prabowo anjing memang,negatif,0.9991425275802612
mana itu dari pajak ibu bapak kita lagi,negatif,0.9975168704986572
ini jadinya kalau koruptor tidak dihukum mati sampai anak turunnya akan melakukan hal yang serupa karena uang yang dimakan hasil dari korupsi otomatis keturunannya juga korupsi benar apa benar,negatif,0.9994614720344543
duitnya di korupsi,negatif,0.9992772936820984
pengurangan penduduk negara berbasis kebaikan pembagian makan gratis,netral,0.9432072639465332
mbg itu bberacun,negatif,0.9979543685913086
disekolah ku ada mbg dan alhamdulilah tidak pernah ada masalah sejauh ini makanan ya pun enak enak semua suka sekali,positif,0.999275267124176
aku tidak uang mbg di korupsi juga,negatif,0.9886001944541931
di papua lumayan kakak bersih enak pula banyak lagi sehat pula,positif,0.9985368251800537
chuk bucket dapur mbg nooo,positif,0.992449164390564
makan bergizi gratis ke itu sudah kenyang dan lauknya gedhe sekali karena di daerah ku nasi padang ke saja sudah wah sekali,positif,0.9988603591918945
subhanallah 𝐌𝐎𝐍𝐀 𝐃 bikin pengalaman main jadi beda ceritanya inspiratif visualnya keren habis,positif,0.9994243383407593
kira kira ini termasuk keracunan tidak ya soalnya aku pernah makan mbg dan suatu hari aku makan mbg dan setelah habis makanan ya dan dalam beberapa menit kaki aku sakit luar biasa wajah aku pucat dan aku tiba tiba panas yang lumayan tinggi dan saat aku di rumah behh kaki aku masih sakit dan setelah minum obat kaki aku mendingan dan akhirnya aku sembuhuntung aku tidak sampai masuk rumah sakit kira kira ini termasuk keracunan atau apa coba untuk yang sepuh beritahu,negatif,0.9058047533035278
mbg goblok,negatif,0.9959553480148315
